Title,Company,Experience,Salary,Location,Skills,Posting_Date,Job_Description,Job_URL
Data Scientist,PwC India,4-7 Yrs,Not disclosed,"Bengaluru, Delhi / NCR","Data Science, machine learning, Python, Science, Machine, Data",19 Days Ago,"Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets
Skills:
SQL,Visualization,Python",https://www.naukri.com/job-listings-data-scientist-pwc-india-bengaluru-delhi-ncr-4-to-7-years-070125023103
Staff Data Scientist(DL & Causal Insights),Angel One,2-8 Yrs,Not disclosed,Bengaluru,"Health insurance, Project management, Analytical, Machine learning, Resource allocation, Project planning, data visualization, Python",30+ Days Ago,"Why You'll Love Working at Angel One!
    Ranked Top 25 Companies to Work in India: ??'re proud to be recognized as one of the best workplaces, certified for 8 consecutive years.
    Innovative Culture: ??eate, innovate, and create cutting-edge fintech solutions with AI and Machine Learning.
    Be part of something huge: ??span> Be at the Forefront of Fintech Innovation
    Bold Approach: ??'re not just growing a customer base; we're unlocking potential, aiming to touch a billion lives. It's about more: more drive, more initiative, and a bolder way of working.",https://www.naukri.com/job-listings-staff-data-scientist-dl-causal-insights-angel-broking-limited-bengaluru-2-to-8-years-061224500127
Data Scientist - Product,Rapid Canvas,2-5 Yrs,Not disclosed,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai","Usage, Version control, Prototype, Manager Quality Assurance, data science, GCP, Machine learning, Product design",30+ Days Ago,"Data Science Enablement: Develop and refine the product features that bring data science capabilities to the forefront, ensuring business users can easily build and interact with machine learning models through an intuitive UI.
User Experience Focus: Work with product and design teams to build user-centric features that simplify complex data science workflows, ensuring the UI is intuitive and meets user needs.
Collaborate Across Teams: Partner with product managers, UX/UI designers, and engineering teams to align technical solutions with business goals and user experience requirements.
Prototype and Validate: Create prototypes to validate data science features and workflows, ensuring they are both technically sound and user-friendly.
Testing and Quality Assurance: Ensure that the data science components you develop are thoroughly tested, scalable, and reliable, meeting high standards of quality and performance.
Continuous Improvement: Actively contribute to the enhancement of product features, keeping scalability, maintainability, and user experience in mind.
Key Skills Required
Strong background in data science, with experience in machine learning, model development, and data-driven problem-solving.
2-5 years of work experience
Solid programming skills, particularly in Python, and familiarity with machine learning frameworks.
An eye for user experience and an interest in building intuitive, easy-to-use data science interfaces.
Ability to work collaboratively across different teams, including product, design, and engineering.
Understanding of software engineering best practices, including testing, version control, and CI/CD.
Familiarity with cloud platforms (AWS, GCP) is a plus",https://www.naukri.com/job-listings-data-scientist-product-rapid-canvas-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-061124502921
Data Scientist,Gradient M,7-12 Yrs,Not disclosed,Bengaluru,"C++, Hibernate, Automation, SOA, XML, JSP, JDBC, Business intelligence",30+ Days Ago,"Data Scientist - GradientM IT Consulting & Services Pvt Ltd
Data Scientist
More than 5 years of experience in Data Science and AI / ML domain
Excellent understanding of machine learning techniques and algorithms, such as GPTs, CNN, RNN, k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience using business intelligence tools (e.g. Tableau, PowerBI) and data frameworks (e.g. Hadoop)
Experience in Cloud native skills.
Knowledge of SQL and Python; familiarity with Scala, Java or C++ is an asset
Analytical mind and business acumen and Strong math skills (e.g. statistics, algebra)
Experience with common data science toolkits, such as TensorFlow, KERAs, PyTorch, PANDAs, Microsoft CNTK, NumPy etc. Deep expertise in at least one of these is highly desirable.
Experience with NLP, NLG and Large Language Models like BERT, LLaMa, LaMDA, GPT, BLOOM, PaLM, DALL-E, etc.
Great communication and presentation skills. Should have experience in working in a fast-paced team culture.
Experience with AIML and Big Data technologies like AWS SageMaker, Azure Cognitive Services, Google Colab, Jupyter Notebook, Hadoop, PySpark, HIVE, AWS EMR etc.
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase, Vector databases
Good understanding of applied statistics skills, such as distributions, statistical testing, regression, etc.
Should be a data-oriented person with analytical mind and business acumen
Service Virtualization
Strong DevTest Broadcom OpenText Service Virtualization implementation experience
Minimum of 7 years designing developing deploying and supporting DevTest Broadcom OpenText Service Virtualization.
Hands on experience using DevTest Broadcom tool for Virtualization Process Virtual service development VSM VSI Custom Data Protocols and deployment Good handle on XML XPath and XSD
Minimum of 4 years developing API Automation
Minimum of 4 years of experience with Java programming technology Java Servlets JSP JAXB and Hibernate are big plus
Minimum of 3 years of experience with SOA Integration technologies to include one of the following Web Services XML MQ OR JMS
Minimum of 3 years of experience with Development concepts OOPs Concepts Software Life cycle Development of web applications and maintenance
Intermediate proficiency in cloud concepts and capabilities
Basic proficiency in error profiling tools Dynatrace etc
Knowledge of CICD enablement tools GitLab CI Jenkins Tekton Python scripting
Knowledge of AWS CodePipeline CodeBuild S3 CloudWatch QuickSight EC2 RedShift
Excellent communication and presentation skills
Responsibilities Primary Activities:
Supporting a Service Virtualization product capability e g CA LISA Service Virtualization DevTest Broadcom Wiremock HP Service Virtualization OpenText MicRock ParaSoft
Create virtualized service models using DevTest Broadcom services
Create automation scripts for testing of services using SOAP UI Ready API HP Service Test or equivalent toolset
Develop and maintenance of Rest API automation framework
Develop Web interfaces using JAVA JSP and Servlets
In depth knowledge of AWS services cloud architecture and best practices
Develop PL SQL scripts DB Procedures triggers etc
Validate services using SOAPUI and DevTest Broadcom by testing XML request and response data
Validate services using Ready API and DevTest Broadcom by testing Json request and response data
Understanding of Synchronous and asynchronous transaction JMS TIBCO MQ series etc
Virtualizing protocols using DevTest Broadcom REST SOAP MQ JDBC and Java objects
Performance testing services using DevTest Broadcom SOAP UI LRE HP Service Virtualization OpenText
Development testing with ESB SOA technologies such as TIBCO Business Works
Interact with testers developers and architects on collecting requirements payloads data for service testing and service virtualization
Thorough understanding of SOA WOA principles
Provide technical expertise through a hands on approach to teams and projects
Handle design definition planning and development
100 adherence to architectural and development best practices including the use of standard architectures proper use of code management document design and design artifacts and conduct design code reviews
Enable self serve testing mocking and end 2 end automation to improve testing speed and coverage
Create optimization plans to innovate shift left and mitigate gaps
Apply cloud concepts and capabilities to deliver testing for cloud hosted apps
Report succinct testing goals and results to the leadership
Train and educate various teams on SV ideas and expectations
Expand responsibilities to drive test data test environment and service virtualization strategies",https://www.naukri.com/job-listings-data-scientist-gradient-m-bengaluru-7-to-12-years-061124500759
Data Scientist,Inference Labs,3-5 Yrs,Not disclosed,Bengaluru,"C++, Linux, Networking, Coding, Javascript, DNS, Perl, HTTP",30+ Days Ago,"We are looking for experienced data scientists with strong advanced analysis and machine learning model development experience. Data scientists will be working with a team of technical experts on the development of a scalable, real- time, big data analytics solutions with data visualizations leveraging the latest technologies. The ideal candidate will have a proven track record of solving large, complex big data challenges and developing machine learning models to address emerging cybersecurity requirements. Responsibilities will include the analysis of the data to uncover useful and valuable information and finally supporting the engineering team to build the results into the end product. You will be working with an experienced team of data scientists and technical experts, and be part of the Security, Risk, and Governance (SR&G) solutions Centers of Excellence (COE). This position is responsible for the design, architecture, development, and implementation of emerging Security and Operations use cases, and partner with R&D engineers to productize the same to support go- to- market initiatives.

Responsibilities and Duties :

Collaborate with a multi- disciplinary team of engineers and analysts on a wide range of cybersecurity problems.

Bring analytical rigour and statistical methods to the challenges of measuring quality, improving security products, and understanding the behaviour of end- users, computer systems, and network devices.

Build innovative predictive analytics and data science solutions for a myriad of cybersecurity problems.

Multi- task and work independently Identify and articulate risks and remediation in a relevant and approachable manner with both technical and non- technical audiences.

Identifies data sources, collects, transforms and prepares large amounts of data for analysis. May also develop tools to help the data collection process as needed.

Uses appropriate methods, tools, and algorithms to analyze the data and create an implementation plan from the business problem.

Validates the results of the data analysis to avoid errors.

Interprets results and identifies value form the analysis to help solve the business problems. Works with the business or customer and provides guidance on risks and limitations.

Monitors and continuously improves the data sources, usability and data.

Required Experience, Skills and Qualifications : Education and Experience Bachelor s or Master s degree in Computer Science, Statistics or similar quantitative field

3- 5 years of working experience in machine learning and data science projects;

2- 3 years of experience in working with large scale production data sets

Good understanding of the foundations of machine learning methods Exceptional coding skills in SQL, and Python or R Excellent communication skills

Knowledge and Skills :

Experience with deep learning methods, models and frameworks Familiarity with multiple programming and scripting languages (such as Java, Javascript, C/ C++, Perl, etc. )

Familiarity with data visualization tools Experience with passive and active measurement techniques Experience with applying statistical modelling, machine learning and data mining algorithms to business problems.

A profound understanding of big data systems Linux System knowledge as user and administrator Experience with Vertica or other column store databases is a plus

Experience in cybersecurity, network data Knowledge of networking concepts and devices (Firewalls, Routers, Switches, Knowledge of network and web related protocols (such as TCP/ IP, UDP, IPSEC).",https://www.naukri.com/job-listings-data-scientist-inference-labs-bengaluru-3-to-5-years-060919500238
Data Scientist: Artificial Intelligence,IBM,8-12 Yrs,Not disclosed,Bengaluru,"python, data analytics, artificial intelligence, tableau, ml, hive, algorithms, data analysis",21 Days Ago,"In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology. Your Role and Responsibilities
Work with broader team to build, analyze and improve the AI solutions.
You will also work with our software developers in consuming different enterprise applications.
Required Technical and Professional Expertise
Resource should have 8-12 years of experience. Sound knowledge of Python and should know how to use the ML related services.
Proficient in Python with focus on Data Analytics Packages. Strategy Analyse large, complex data sets and provide actionable insights to inform business decisions. Strategy
Design and implementing data models that help in identifying patterns and trends. Collaboration Work with data engineers to optimize and maintain data pipelines.
Perform quantitative analyses that translate data into actionable insights and provide analytical, data-driven decision-making. Identify and recommend process improvements to enhance the efficiency of the data platform. Develop and maintain data models, algorithms, and statistical models.
Preferred Technical and Professional Expertise
Experience with conversation analytics. Experience with cloud technologies
Experience with data exploration tools such as Tableu",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-8-to-12-years-060125911486
Lead Data Scientist - Machine Learning / Artificial Intelligence,Tetrahed,7-10 Yrs,Not disclosed,Bengaluru,"Machine Learning, Data Science, Tensorflow, R, Data Scientist, Artificial Intelligence, Data Visualization, Deep Learning",21 Days Ago,"Job Summary :

We are seeking a highly skilled Lead Data Scientist with 7-10 years of experience in Data Science, Machine Learning, Artificial Intelligence, Statistics, and Deep Learning. The ideal candidate will be responsible for leading data-driven initiatives, mentoring a team of data scientists, and collaborating with cross-functional teams to develop innovative solutions that drive business value.

Key Responsibilities :

- Strategy Development : Design and implement a comprehensive data science strategy aligned with organizational goals, focusing on leveraging data for actionable insights.

- Team Leadership : Lead and mentor a team of data scientists and analysts, fostering a culture of innovation and continuous improvement. Provide guidance on best practices in data science and machine learning.

- Project Management : Oversee the end-to-end development of data science projects, including problem definition, data collection, model development, and deployment.

- Collaboration : Work closely with stakeholders across various departments to identify business challenges and opportunities for data-driven solutions. Facilitate cross-functional collaboration to ensure alignment on project goals.

- Model Development : Utilize advanced statistical methods and machine learning algorithms to develop predictive models and analytical solutions. Ensure models are robust, scalable, and maintainable.

- Data Integration : Manage the integration of data from multiple sources, ensuring data quality and accessibility for analysis.

- Performance Monitoring : Establish metrics and monitoring systems to evaluate model performance and business impact. Continuously refine models based on feedback and new data.

- Knowledge Sharing : Promote data literacy within the organization by conducting workshops and training sessions on data science methodologies and tools.

Qualifications :

- Bachelor's degree in Computer Science, Statistics, Mathematics, or a related field.

- 7-10 years of relevant experience in data science, with a strong focus on machine learning and artificial intelligence.

- Proficiency in programming languages such as Python, R, or Java, and experience with data manipulation and analysis libraries (e.g., Pandas, NumPy, Scikit-learn).

- Strong understanding of statistical methods, deep learning frameworks (e.g., TensorFlow, PyTorch), and machine learning algorithms.

- Excellent problem-solving skills and the ability to communicate complex concepts to non-technical stakeholders.

- Experience with cloud platforms (e.g., AWS, Azure) and data visualization tools (e.g., Tableau, Power BI) is a plus.",https://www.naukri.com/job-listings-lead-data-scientist-machine-learning-artificial-intelligence-tetrahed-inc-bengaluru-7-to-10-years-060125906304
Remote Opportunity Data Scientist with Dataiku,Emagine,5-10 Yrs,Not disclosed,Bengaluru,"deep learning, python, natural language processing, data science, neural networks, dataiku, Remote, Process",20 Days Ago,"Job Title: Data Scientist.
Location: Remote.
Employment Type: 6 Months.
Skills Required: Should have 8 years of experience in Machine Learning.
Should have 5 years of experience in Dataiku.
Should have 5 years of experience in Python.",https://www.naukri.com/job-listings-remote-opportunity-data-scientist-with-dataiku-emagine-gmbh-bengaluru-5-to-10-years-060125505144
Data Scientist,Indium Software,4-7 Yrs,Not disclosed,Bengaluru,"Computer science, Architect, Coding, Artificial Intelligence, Debugging, Machine learning, Technical leadership, Deployment",21 Days Ago,"Lead andcontribute to the development of cutting.edge NLP models, with a strongemphasis on Large Language Models (LLMs) and General Artificial Intelligence(Gen AI).
Utilize your expertise in Python, TensorFlow,and relevant libraries to architect, design, and implement sophisticated NLPsolutions.
Drive thedeployment of advanced NLP models in real.world applications, ensuringscalability and optimal performance.
Act as a key point of contact incustomer.facing interactions, understanding their requirements and translatingthem into innovative technical solutions.
Provide hands.ontechnical leadership to the NLP team, fostering collaboration, innovation, andcontinuous improvement.
Contributeindividually to coding, testing, and debugging efforts within the NLP domain.
Stay currentwith the latest advancements in NLP, Gen AI, and machine learning to drivecontinuous improvement and innovation within the team.
Mentor juniorteam members, facilitating their professional growth and development.Collaborate with cross.functional teams, including data scientists, softwareengineers, and product managers, to deliver integrated solutions.
Proven expertisein Python and relevant NLP libraries and pretrained models. Strongunderstanding of deployment processes for NLP models in productionenvironments.
Experience inCode management, review and integration.
Demonstratedability to lead and collaborate with cross.functional teams. Customer.facingexperience is a must.
Excellent problem.solving skills and aproactive attitude towards addressing challenges and Strong communicationskills, both written and verbal. Ability to thrive in a fast.paced, dynamicwork environment.",https://www.naukri.com/job-listings-data-scientist-indium-software-bengaluru-4-to-7-years-060125502484
Data Scientist,Indium Software,3-5 Yrs,Not disclosed,Bengaluru,"Computer science, C++, Operations research, Analytical, Machine learning, Business intelligence, Data mining, Information technology",21 Days Ago,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company.
We will rely on you to build data products to extract valuable business insights.
In this role, you should be highly analytical with a knack for analysis, math and statistics.
Critical thinking and problem.solving skills are essential for interpreting data. We also want to see a passion for machine.learning and research.Your goal will be to help our company analyze trends to make better decisions.
ResponsibilitiesIdentify valuable data sources and automate collection processesUndertake preprocessing of structured and unstructured data. Analyze large amounts of information to discover trends and patterns. Build predictive models and machine.learning algorithmsCombine models through ensemble modelingPresent information using data visualization techniquesPropose solutions and strategies to business challengesCollaborate with engineering and product development teams.
Requirements and skillsProven experience as a Data Scientist or Data AnalystExperience in data miningUnderstanding of machine.learning and operations researchKnowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an assetExperience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)Analytical mind and business acumenStrong math skills (e.g. statistics, algebra)Problem.solving aptitudeExcellent communication and presentation skillsBSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred",https://www.naukri.com/job-listings-data-scientist-indium-software-bengaluru-3-to-5-years-060125502482
Data Scientist,Kanini Software Solutions,1-6 Yrs,Not disclosed,"Bengaluru, Noida, Pune, Chennai, Coimbatore","Unix, Linux, SAS, Coding, Application development, Windows, Teradata, Open source",30+ Days Ago,"Job Description
Wantto join KANINI

We are looking for someone who is intellectual andanalytical in their approach and is at the forefront of new advances in technology.As a Data Scientist, you will be developing and deploying scalable andreproducible data science models for solving a variety of business problems.


Youare all set to:

Analyze, design, develop, deploy and monitor complexAI/ML solutions. You are well-versed in Python, R, Analytics, AWS Quick Sight, Open-sourceModels and Solutions, Big Data, Feature Engineering, Elastic Search, Mark Logic,and Cloud-infra-architecture.
Bring to the table an in-depth understanding ofNLP, NLU, NLG, NER, Computer Vision, Deep Learning, Ontologies, KnowledgeGraphs, and MLOps over AWS and other Clouds.

You are someone who can:

Lead solutioning on behalf of client, develop andimprove models for business solutions and improve efficiency.
Present solutions with storytelling.
Strong technology decision making skills are required.
Define and ensure deliveries adhere to non-functionalrequirements and schedule.
Expert in NLP and knowledge graph solution, OCR,PDF extraction, cross language model development, experience with transformers
Natural Language Processing, machine translation,language detection, classification, and summarization with different aspects ofdealing NLP like Phonology and Morphology.
Experience with conversational AI and NLQ
Working Knowledge along with FAIR principles,explainable AI and AI on multiple clouds
Expert in accuracy and error measurement and modelimprovement
Experience working with integration/API patterns.
Knowledge of Computer Vision, Deep Learning
Real life project experience, following Pythoncoding standards, design explanations and collaborating with applicationdevelopment teams, architects, Business, and customer.
Ability to discover and define functionalrequirements, interview experts, and transform them into technical requirementsand architecture definition.
Outstanding written and verbal communication skillsand effectively influence decisions and positively.
Experience with Agile Methodology, Design thinking,working with ambiguity, find own path.
Always ready to learn, work on self-development andteams capability development.

You bring in :

Python (including packages like SciKitLearn, NumPy,pandas, keras tensorflow)
SQL experience one or many (Postgres, Oracle, SQLServer, Teradata)
Experience in VLDB, enterprise environments.
Programming Language(s): Experience in combinationsof SQL, Python
OS/HW: Experience in Linux/Unix open systems, AWSand/or Windows environment
Strong analytical skills and ML Modellingexperience (Supervised, Unsupervised, Neural Networks)
Should have experience/expertise in productizing MLbased solutions Should have the breadth on various ML frameworks
Should have knowledge on the core concepts ofMachine Learning
Good written and verbal communication.
Four or more years of analytical experience. Evenbetter if you have:
Experience with other data analysis software andscripting languages (e.g. R, SAS).
Strong background in statistics.
Risk management/modelling experience.
AWS experience a plus


Your qualification is:

B.E/B.Tech/M.C.A/MSc (preferably in ComputerScience/IT)",https://www.naukri.com/job-listings-data-scientist-kanini-software-solutions-india-private-limited-noida-pune-chennai-coimbatore-bengaluru-1-to-6-years-051224500311
Data Scientist,All Peoples Church World Outreach,3-8 Yrs,Not disclosed,Bengaluru,"Computer science, E-learning, Data analysis, data science, GCP, Analytical, Machine learning, Mobile applications",30+ Days Ago,"The following provides an overview of the responsibilities that we presently envision for this role. These will be continuously updated as new initiatives are explored.
Analyze user data and provides insights to improve the apps functionality and user experience.
Design and implement data pipelines for ingesting, cleansing, and transforming data from various sources (web logs, mobile app analytics, internal databases, etc.).
Develop and apply machine learning models for diverse applications, including user segmentation, churn prediction, recommendation engines, anomaly detection, and sentiment analysis.
Perform data analysis and visualization to generate actionable insights for product improvements, marketing campaigns, and business optimization.
Collaborate with engineers and product team leaders to integrate AI/ML solutions into web and mobile applications built with Dart, Flutter, and Golang.
Monitor and evaluate the performance of data pipelines and ML models, identifying opportunities for improvement and refinement.
Stay up-to-date with the latest advancements in data science and AI/ML, exploring new techniques and contributing to knowledge sharing within the team.
QUALIFICATIONS/EXPERIENCE REQUIREMENTS
Must have a definite call of God to this kind of ministry role, with a strong passion for God s Word and depth in the Spirit.
Must be passionate about local church ministry, discipling, equipping and empowering people for Kingdom purposes.
Masters degree in Data Science, Statistics, Computer Science, or a related field or equivalent work experience.
3+ years of experience as a Data Scientist or a related role.
Proven expertise in Python and familiarity with libraries like Pandas, NumPy, Scikit-learn, TensorFlow, or PyTorch.
Experience with cloud platforms (GCP, AWS, Azure) is a strong plus.
Experience working with web and mobile application development technologies (Dart, Flutter, Golang) is desirable.
Strong analytical and problem-solving skills, with a data-driven approach to business challenges.
Passion for learning and staying ahead of the curve in the ever-evolving field of data science.
Excellent written and verbal communication skills, with the ability to effectively present technical information to both technical and non-technical audiences.
Proven ability to work independently and as part of a cross-functional team.
Preference will be given to those who have been actively involved in serving at APC, Bangalore.
As APC is a local church and Christian ministry, all positions require people who are passionate about Jesus Christ, and who are called, anointed, and committed to serving Him and people to see lives touched and transformed into Christlikeness.",https://www.naukri.com/job-listings-data-scientist-all-peoples-church-world-outreach-bengaluru-3-to-8-years-051124502506
data scientist,Cognistx,2-7 Yrs,Not disclosed,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai","Computer science, Data analysis, NoSQL, Machine learning, Data collection, Business intelligence, Data mining, MATLAB",30+ Days Ago,"Description
Cognistx is looking to hire an experienced Data Scientist to help lead our Data Science team. The Data Scientist is responsible for designing, developing, implementing and testing statistical and machine learning models that are the core components and integrated modules of Cognistx s products and services.
  Essential Functions and Skills
Client data science requirements gathering to define analytic/predictive objectives of Cognistx projects and/or products
Execution of data analysis projects by: a) documenting the client s requirements (including statistical analysis & visualization of data, data sampling, cleaning, and preprocessing), b) design, creation and optimization of statistical machine learning models to provide desired analytic capability (clustering, classification, matching/retrieval, prediction, regression, anomaly detection, etc.) on large-scale, real-world datasets
Design and execute experimental data collection and present resulting analyses using appropriate data visualizations
Best-practices implementation, maintenance and continuous improvement of created platforms and/or models, along with formal documentation and design/documentation reviews
Collaborate with other staff members such as Software Engineers, Product Managers, Cloud Specialists.
Writing, communicating and presenting results and findings to clients, and contributing to new proposal development
Preferred Education & Experience
  Experience with other programming languages such as Java, R, Matlab.
Academic or professional background in Natural Language Processing, Computer Vision or similar.
Experience in presenting and visualizing complex data analysis and results to both technical and non-technical audiences.
Required Education and Experience
Masters degree or higher in Computer Science or related (Computer Engineering, Software Engineering, Statistics, Mathematics, Information Systems Management, etc.).
  2+ years of experience working with SQL, NoSQL, AWS and Python data analysis-related libraries such as Pandas, Numpy, Scikit-Learn, Keras, PyTorch, Tensorflow, Matplotlib, Seaborn.
Solid academic and professional training in probability, statistics and Machine Learning. Academic courses such as: Statistics, Machine Learning, Deep Learning, Data Science, Data Mining, Big Data, Business Intelligence, etc.
Proven exposure to projects that involve all the data analytics process: data cleaning, data manipulation, statistical modeling, and final presentation of results/recommendations.
  Solid knowledge of Machine Learning (classification and regression) algorithms such as Decision Trees, Random Forest, Logistic Regression, AdaBoost, Neural Networks. Able to work with unbalanced data sets, with structured and unstructured data.
Experience and knowledge modeling time series in predictive analysis.
Experience and solid knowledge working with large datasets using cloud services (Amazon Web Services, Google Cloud or Azure).",https://www.naukri.com/job-listings-data-scientist-cognistx-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-7-years-050220502272
Data Scientist,Diverse Lynx,4-6 Yrs,Not disclosed,Bengaluru,"Computer science, deep learning, data science, spark, consumer marketing, Machine learning, Forecasting, Business understanding",30+ Days Ago,"The position requires the individual to bring together data science knowledge and business understanding to solve real world business problems and work in a collaborative team environment. Proficiency in verbal and written communication skills in English is important. Candidate should be research oriented and passionate to learn new technologies and adapt.
You need to develop state-of-the-art approaches to solve retail/ consumer / marketing problems.
Work on large volume of data in cloud environment.
Work closely to engineering teams to product ionize solutions.
Work on modern AI/ Client methods. Design Client/ Deep learning/ Boosting approaches to address real business problem with a keen eye on business metrics.
Develop high-precision algorithms for targeting, testing, and implementing these algorithms in scalable product ready code.

Qualification and experience:
Masters degree in Statistics/ Mathematics/ Computer Science or related field with 4 to 6 years of relevant experience.
Work experience on total lifecycle of project.
Extensive knowledge of Machine learning/ Deep learning / Neural network approaches and underlying algorithms
Working knowledge on forecasting , advanced time series, segmentation, market basket, attribution, and ensembled modeling techniques.
Tech Stack: At least 2 years of experience in Python/ PySpark/Spark,
Working knowledge on R is an added advantage.
Strong analytics thought process and ability to interpret findings and work independently.


"",",https://www.naukri.com/job-listings-data-scientist-diverse-lynx-bengaluru-4-to-6-years-050122500937
Data Scientist / Decision Scientist,Maruti Suzuki,2-6 Yrs,Not disclosed,Bengaluru,"Cloud computing, data science, Neural networks, Machine learning, Programming, Telematics, data visualization, Automotive",30+ Days Ago,"Architect a data based solution for the business problem presented. Develop contextual automotive domain knowledge around the problem. Collaborate with the domain knowledge expert if required.
Understand the IoT device (Telematics Control Unit) of the vehicle. Develop understanding of Time-Series Data originating from TCU.
Understand the data landscape, establish the data adequacy beforehand
Clean up and Prepare datasets for modeling, get involved in ETL process if required. Apply data transformation techniques such as resampling, filtering, encoding etc
Exploratory data and get insights. Present the descriptive stats and insights to the domain experts. Find meaningful patterns in data, detect seasonality and trend, establish cause and effect relationships in data. Develop & Test hypothesis in collaboration with the domain experts.
Design features, shortlist features, study feature importance, decide the ML strategy Data modelling, selection of an appropriate machine learning / deep learning model, data pipeline setup for model training, hyper-parameter tuning, validation and test. Apply ensemble model techniques (if required)
Reporting & Visualization: Comprehension of reports, visualization of data in the form of plots. Creating Heat Maps using Google Maps API Mentoring juniors in data science
Technical Skills / Experience

Essential: Must have minimum of 3 years of industry experience in developing data science models.
Experience using machine learning algorithms (eg Generalized Linear Models, Boosting, Decision Trees, Neural Networks, SVM, Bayesian Methods, time series models, etc)
Hands-on experience in using machine learning models for regression and classification problems.
Hands on experience in unsupervised machine learning algorithms. Working knowledge of clustering techniques such has, centroid based clustering.
Working experience with Cloud Computing Platforms such as AWS / IBM Strong programming skills in python is a must. Working experience with pandas, numpy, matplotlib, sklearn
At least 3 years of industry experience in one or more full-time Data Science/ML roles
Data Visualization techniques. Knowledge of visualization tools",https://www.naukri.com/job-listings-data-scientist-decision-scientist-maruti-suzuki-india-limited-bengaluru-2-to-6-years-040724502685
"NLP , Data Scientist",Mango Sciences,4-6 Yrs,Not disclosed,Bengaluru,"Computer science, Pharma, Analytical, Machine learning, Agile, Healthcare, Life sciences, Analytics",30+ Days Ago,"To deliver on our mission of improving healthcare access and quality, we are looking for an experienced NLP Data Scientist to join our small, fast-growing team.
The NLP Data Scientist serves on a project team that leverages our industry-leading healthcare data to deliver clinical insights in engagements with healthcare providers and Life Sciences Companies. In this role, he/she will be part of an agile data science team, with the excitement, pace, and development opportunities that come with working in an early-stage company.
Position Responsibilities:
You will be part of a high-impact team building the next generation of intelligence and language understanding.
Utilise the latest techniques in AI, ML (including Deep Learning approaches), and NLU.
Build topic analysis, text classification, and named entity recognition methods for unstructured and semi-structured data.
Develop efficient self-learning NLP applications.
Contribute to problem solving discussions by clearly defining the issues and offering solutions.
Provide timely updates to the management and leadership teams.
Position Requirements :
Bachelors or Master s degree in Computer Science, Statistics, Information Technology, or a related field of study.
4-6 years of relevant work experience, with evidence of:
Extensive experience in using NLP-related techniques/algorithms, e.g., deep learning, RNN, attention models, transformers, BERT, GPT, word2vec/doc2vec.
In-depth knowledge of various Natural Language Processing/Understanding (NLP/NLU) domains, e.g., entity extraction, topic modelling, parsing, question answering, word representation, relation extraction, natural language inference, and semantic parsing.
Strong scripting and programming skills in Python, SQL, or similar languages.
Healthcare industry knowledge (medical and pharmaceutical).
Strong background in Machine Learning, e.g., generative model, discriminative model, neural network, regression, classification, and clustering.
Experience in building models from scratch and working with structured and unstructured data.
Excellent communication (written and verbal), interpersonal skills, and the ability to foster collective partnerships.
Other Skills:
Dedication to teamwork with a demonstrated ability to collaborate across functions.
Desire to build strong NLP-based applications.
Track record of innovation with the vision and entrepreneurial spirit to take on a key role in a small, fast-growing company.",https://www.naukri.com/job-listings-nlp-data-scientist-mango-sciences-bengaluru-4-to-6-years-040722501218
